Stimmart,AGS,"Landkreis-nummer","Gemeinde-nummer",Gemeindename,Art des Wahl-vorschlags,Kurzname,"MerkmalLangname",Anzahl,in Prozent,Sitze,darunter Sitze weiblich
Gemeindevertretung,1206735705,67,357,Neuzelle,,Wähler,Wähler,2462,67.9,0,0
Gemeindevertretung,1206735705,67,357,Neuzelle,,Wahlschein,Wahlschein,496,20.1,0,0
Gemeindevertretung,1206735705,67,357,Neuzelle,,Gueltig,Gueltig,7209,97.6,0,0
Gemeindevertretung,1206735705,67,357,Neuzelle,,Ungueltig,Ungueltig,44,1.8,0,0
Gemeindevertretung,1206735705,67,357,Neuzelle,,Sitze,Sitze,16,100,0,0
Gemeindevertretung,1206735705,67,357,Neuzelle,P,CDU,Christlich Demokratische Union Deutschlands,622,8.6,1,0
Gemeindevertretung,1206735705,67,357,Neuzelle,P,AfD,Alternative für Deutschland,914,12.7,2,1
Gemeindevertretung,1206735705,67,357,Neuzelle,P,FDP,Freie Demokratische Partei,1334,18.5,3,0
Gemeindevertretung,1206735705,67,357,Neuzelle,WG,FWGN,Freie Wählergruppe Neuzelle,2004,27.8,5,2
Gemeindevertretung,1206735705,67,357,Neuzelle,WG,BVNF,Bürgervereinigung Neuzeller Forum,501,6.9,1,0
Gemeindevertretung,1206735705,67,357,Neuzelle,WG,OTB.12,Ortsteilbündnis.12,1834,25.4,4,1
Gemeindevertretung,1206704006,67,040,Berkenbrück,,Wahlberechtigt,Wahlberechtigt,884,100,0,0
Gemeindevertretung,1206704006,67,040,Berkenbrück,,Wähler,Wähler,581,65.7,0,0
Gemeindevertretung,1206704006,67,040,Berkenbrück,,Wahlschein,Wahlschein,0,0,0,0
Gemeindevertretung,1206704006,67,040,Berkenbrück,,Gueltig,Gueltig,1695,97.2,0,0
Gemeindevertretung,1206704006,67,040,Berkenbrück,,Ungueltig,Ungueltig,12,2.1,0,0
Gemeindevertretung,1206704006,67,040,Berkenbrück,,Sitze,Sitze,10,100,0,0
Gemeindevertretung,1206704006,67,040,Berkenbrück,P,SPD,Sozialdemokratische Partei Deutschlands,64,3.8,0,0
Gemeindevertretung,1206704006,67,040,Berkenbrück,P,CDU,Christlich Demokratische Union Deutschlands,27,1.6,0,0
Gemeindevertretung,1206704006,67,040,Berkenbrück,WG,B-B-F,Berkenbrücker-Bürger-Forum,1366,80.6,8,2
Gemeindevertretung,1206704006,67,040,Berkenbrück,EB,Nowitzki,Einzelwahlvorschlag Nowitzki,238,14,2,0
Gemeindevertretung,1206707206,67,072,Briesen (Mark),,Wahlberechtigt,Wahlberechtigt,2410,100,0,0
Gemeindevertretung,1206707206,67,072,Briesen (Mark),,Wähler,Wähler,1533,63.6,0,0
Gemeindevertretung,1206707206,67,072,Briesen (Mark),,Wahlschein,Wahlschein,0,0,0,0
Gemeindevertretung,1206707206,67,072,Briesen (Mark),,Gueltig,Gueltig,4501,97.9,0,0
Gemeindevertretung,1206707206,67,072,Briesen (Mark),,Ungueltig,Ungueltig,26,1.7,0,0
Gemeindevertretung,1206707206,67,072,Briesen (Mark),,Sitze,Sitze,16,100,0,0
Gemeindevertretung,1206707206,67,072,Briesen (Mark),P,SPD,Sozialdemokratische Partei Deutschlands,120,2.7,0,0
Gemeindevertretung,1206707206,67,072,Briesen (Mark),P,CDU,Christlich Demokratische Union Deutschlands,468,10.4,1,0
Gemeindevertretung,1206707206,67,072,Briesen (Mark),WG,WGBfB,Bürger für Briesen,2261,50.2,9,1
Gemeindevertretung,1206707206,67,072,Briesen (Mark),WG,BB Briesen,Bürgerbündnis Briesen,1652,36.7,6,2
Gemeindevertretung,1206723706,67,237,Jacobsdorf,,Wahlberechtigt,Wahlberechtigt,1652,100,0,0
Gemeindevertretung,1206723706,67,237,Jacobsdorf,,Wähler,Wähler,1096,66.3,0,0
Gemeindevertretung,1206723706,67,237,Jacobsdorf,,Wahlschein,Wahlschein,0,0,0,0
Gemeindevertretung,1206723706,67,237,Jacobsdorf,,Gueltig,Gueltig,3220,97.9,0,0
Gemeindevertretung,1206723706,67,237,Jacobsdorf,,Ungueltig,Ungueltig,20,1.8,0,0
Gemeindevertretung,1206723706,67,237,Jacobsdorf,,Sitze,Sitze,12,100,0,0
Gemeindevertretung,1206723706,67,237,Jacobsdorf,P,SPD,Sozialdemokratische Partei Deutschlands,205,6.4,1,0
Gemeindevertretung,1206723706,67,237,Jacobsdorf,P,CDU,Christlich Demokratische Union Deutschlands,301,9.3,1,0
Gemeindevertretung,1206723706,67,237,Jacobsdorf,WG,WgUB,Wählergruppe Unabhängige Bürger ,513,15.9,2,0
Gemeindevertretung,1206723706,67,237,Jacobsdorf,WG,UWP,Unabhängige Wählerliste Pillgram ,705,21.9,3,0
Gemeindevertretung,1206723706,67,237,Jacobsdorf,WG,WVS,Wählervereinigung Sieversdorf ,306,9.5,1,1
Gemeindevertretung,1206723706,67,237,Jacobsdorf,WG,WGP,Wählergruppe Petersdorf ,263,8.2,1,0
Gemeindevertretung,1206723706,67,237,Jacobsdorf,WG,WGFAOT,Wählergruppe für alle Ortsteile der Gemeinde Jacobsdorf ,927,28.8,3,0
Gemeindevertretung,1206747306,67,473,Steinhöfel,,Wahlberechtigt,Wahlberechtigt,3815,100,0,0
Gemeindevertretung,1206747306,67,473,Steinhöfel,,Wähler,Wähler,2283,59.8,0,0
Gemeindevertretung,1206747306,67,473,Steinhöfel,,Wahlschein,Wahlschein,317,13.9,0,0
Gemeindevertretung,1206747306,67,473,Steinhöfel,,Gueltig,Gueltig,6653,97.1,0,0
Gemeindevertretung,1206747306,67,473,Steinhöfel,,Ungueltig,Ungueltig,47,2.1,0,0
Gemeindevertretung,1206747306,67,473,Steinhöfel,,Sitze,Sitze,16,100,0,0
Gemeindevertretung,1206747306,67,473,Steinhöfel,P,SPD,Sozialdemokratische Partei Deutschlands,291,4.4,1,1
Gemeindevertretung,1206747306,67,473,Steinhöfel,P,DIE LINKE,DIE LINKE,782,11.8,2,2
Gemeindevertretung,1206747306,67,473,Steinhöfel,P,CDU,Christlich Demokratische Union Deutschlands,601,9,1,0
Gemeindevertretung,1206747306,67,473,Steinhöfel,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,330,5,1,0
Gemeindevertretung,1206747306,67,473,Steinhöfel,WG,WfD,Wählergruppe Wir für unsere Dörfer,1753,26.3,4,1
Gemeindevertretung,1206747306,67,473,Steinhöfel,WG,AB,Wählergruppe Aktive Bürger,1342,20.2,3,2
Gemeindevertretung,1206747306,67,473,Steinhöfel,WG,WG Bürgerl. Mitte,Wählergruppe Bürgerliche Mitte,822,12.4,2,1
Gemeindevertretung,1206747306,67,473,Steinhöfel,EB,Grabs,Einzelwahlvorschlag Grabs,495,7.4,1,0
Gemeindevertretung,1206747306,67,473,Steinhöfel,WG,WG Bauernverb. OG Gölsdorf,Wählergruppe Bauernverband Ortsgruppe Gölsdorf e.V.,237,3.6,1,1
Gemeindevertretung,1206702407,67,024,Bad Saarow,,Wahlberechtigt,Wahlberechtigt,4913,100,0,0
Gemeindevertretung,1206702407,67,024,Bad Saarow,,Wähler,Wähler,3065,62.4,0,0
Gemeindevertretung,1206702407,67,024,Bad Saarow,,Wahlschein,Wahlschein,645,21,0,0
Gemeindevertretung,1206702407,67,024,Bad Saarow,,Gueltig,Gueltig,9007,98,0,0
Gemeindevertretung,1206702407,67,024,Bad Saarow,,Ungueltig,Ungueltig,45,1.5,0,0
Gemeindevertretung,1206702407,67,024,Bad Saarow,,Sitze,Sitze,18,100,0,0
Gemeindevertretung,1206702407,67,024,Bad Saarow,P,SPD,Sozialdemokratische Partei Deutschlands,372,4.1,1,0
Gemeindevertretung,1206702407,67,024,Bad Saarow,P,DIE LINKE,DIE LINKE,2251,25,5,1
Gemeindevertretung,1206702407,67,024,Bad Saarow,P,CDU,Christlich Demokratische Union Deutschlands,2008,22.3,4,1
Gemeindevertretung,1206702407,67,024,Bad Saarow,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,514,5.7,1,0
Gemeindevertretung,1206702407,67,024,Bad Saarow,P,FDP,Freie Demokratische Partei,530,5.9,1,1
Gemeindevertretung,1206702407,67,024,Bad Saarow,WG,D.direkt,Demokratie.direkt,710,7.9,1,1
Gemeindevertretung,1206702407,67,024,Bad Saarow,WG,FWS,Freie Wählergemeinschaft Scharmützelsee,1685,18.7,3,1
Gemeindevertretung,1206702407,67,024,Bad Saarow,WG,BfB,Bürger für Bürger,442,4.9,1,0
Gemeindevertretung,1206702407,67,024,Bad Saarow,EB,Susann Rolle,Susann Rolle,495,5.5,1,1
Gemeindevertretung,1206711207,67,112,Diensdorf-Radlow,,Wahlberechtigt,Wahlberechtigt,521,100,0,0
Gemeindevertretung,1206711207,67,112,Diensdorf-Radlow,,Wähler,Wähler,347,66.6,0,0
Gemeindevertretung,1206711207,67,112,Diensdorf-Radlow,,Wahlschein,Wahlschein,58,16.7,0,0
Gemeindevertretung,1206711207,67,112,Diensdorf-Radlow,,Gueltig,Gueltig,1027,98.7,0,0
Gemeindevertretung,1206711207,67,112,Diensdorf-Radlow,,Ungueltig,Ungueltig,4,1.2,0,0
Gemeindevertretung,1206711207,67,112,Diensdorf-Radlow,,Sitze,Sitze,8,100,0,0
Gemeindevertretung,1206711207,67,112,Diensdorf-Radlow,P,FDP,Freie Demokratische Partei,35,3.4,0,0
Gemeindevertretung,1206711207,67,112,Diensdorf-Radlow,WG,Förderverein Diensdorf-Radlow e.V.,Förderverein Diensdorf-Radlow e.V.,657,64,5,2
Gemeindevertretung,1206711207,67,112,Diensdorf-Radlow,WG,Gemeindefeuerwehrverein e.V.,Gemeindefeuerwehrverein e.V.,188,18.3,2,1
Gemeindevertretung,1206711207,67,112,Diensdorf-Radlow,EB,Burkhard Mell,Burkhard Mell,58,5.6,0,0
Gemeindevertretung,1206711207,67,112,Diensdorf-Radlow,EB,Tom-Andreas Wienkoop,Tom-Andreas Wienkoop,89,8.7,1,0
Gemeindevertretung,1206728807,67,288,Langewahl,,Wahlberechtigt,Wahlberechtigt,754,100,0,0
Gemeindevertretung,1206728807,67,288,Langewahl,,Wähler,Wähler,489,64.9,0,0
Gemeindevertretung,1206728807,67,288,Langewahl,,Wahlschein,Wahlschein,46,9.4,0,0
Gemeindevertretung,1206728807,67,288,Langewahl,,Gueltig,Gueltig,1458,99.4,0,0
Gemeindevertretung,1206728807,67,288,Langewahl,,Ungueltig,Ungueltig,3,0.6,0,0
Gemeindevertretung,1206728807,67,288,Langewahl,,Sitze,Sitze,10,100,0,0
Gemeindevertretung,1206728807,67,288,Langewahl,WG,Bürger für Langewahl,Bürger für Langewahl,1458,100,10,1
Gemeindevertretung,1206741307,67,413,Reichenwalde,,Wahlberechtigt,Wahlberechtigt,993,100,0,0
Gemeindevertretung,1206741307,67,413,Reichenwalde,,Wähler,Wähler,677,68.2,0,0
Gemeindevertretung,1206741307,67,413,Reichenwalde,,Wahlschein,Wahlschein,138,20.4,0,0
Gemeindevertretung,1206741307,67,413,Reichenwalde,,Gueltig,Gueltig,1992,98.1,0,0
Gemeindevertretung,1206741307,67,413,Reichenwalde,,Ungueltig,Ungueltig,6,0.9,0,0
Gemeindevertretung,1206741307,67,413,Reichenwalde,,Sitze,Sitze,10,100,0,0
Gemeindevertretung,1206741307,67,413,Reichenwalde,P,SPD,Sozialdemokratische Partei Deutschlands,632,31.7,3,0
Gemeindevertretung,1206741307,67,413,Reichenwalde,P,DIE LINKE,DIE LINKE,150,7.5,1,1
Gemeindevertretung,1206741307,67,413,Reichenwalde,P,CDU,Christlich Demokratische Union Deutschlands,122,6.1,1,0
Gemeindevertretung,1206741307,67,413,Reichenwalde,P,FDP,Freie Demokratische Partei,107,5.4,0,0
Gemeindevertretung,1206741307,67,413,Reichenwalde,WG,B-J-A,Bauern-Jäger-Angler,183,9.2,1,0
Gemeindevertretung,1206741307,67,413,Reichenwalde,EB,Roland Brendel,Roland Brendel,172,8.6,1,0
Gemeindevertretung,1206741307,67,413,Reichenwalde,EB,Joachim Kettner,Joachim Kettner,115,5.8,1,0
Gemeindevertretung,1206741307,67,413,Reichenwalde,EB,Daniel Losansky,Daniel Losansky,36,1.8,0,0
Gemeindevertretung,1206741307,67,413,Reichenwalde,EB,Renate Nifke,Renate Nifke,344,17.3,2,1
Gemeindevertretung,1206741307,67,413,Reichenwalde,EB,Gabriele Streichenbach,Gabriele Streichenbach,75,3.8,0,0
Gemeindevertretung,1206741307,67,413,Reichenwalde,EB,Sibylle Tauchert,Sibylle Tauchert,56,2.8,0,0
Gemeindevertretung,1206752007,67,520,Wendisch Rietz,,Wahlberechtigt,Wahlberechtigt,1398,100,0,0
Gemeindevertretung,1206752007,67,520,Wendisch Rietz,,Wähler,Wähler,917,65.6,0,0
Gemeindevertretung,1206752007,67,520,Wendisch Rietz,,Wahlschein,Wahlschein,237,25.8,0,0
Gemeindevertretung,1206752007,67,520,Wendisch Rietz,,Gueltig,Gueltig,2695,98,0,0
Gemeindevertretung,1206752007,67,520,Wendisch Rietz,,Ungueltig,Ungueltig,12,1.3,0,0
Gemeindevertretung,1206752007,67,520,Wendisch Rietz,,Sitze,Sitze,12,100,0,0
Gemeindevertretung,1206752007,67,520,Wendisch Rietz,P,FDP,Freie Demokratische Partei,31,1.2,0,0
Gemeindevertretung,1206752007,67,520,Wendisch Rietz,WG,Offene WG für Wendisch Rietz,Offene Wählergruppe für Wendisch Rietz,1031,38.3,5,1
Gemeindevertretung,1206752007,67,520,Wendisch Rietz,WG,Bürgernah für unsere Gemeinde,Bürgernah für unsere Gemeinde,557,20.7,2,2
Gemeindevertretung,1206752007,67,520,Wendisch Rietz,WG,FWWR,Freie Wählergruppe Wendisch Rietz,362,13.4,2,1
Gemeindevertretung,1206752007,67,520,Wendisch Rietz,WG,Wendisch Rietz - aktiv & gesund,Wendisch Rietz - aktiv & gesund,474,17.6,2,1
Gemeindevertretung,1206752007,67,520,Wendisch Rietz,EB,Eddy Rintisch,Eddy Rintisch,240,8.9,1,0
Gemeindevertretung,1206720508,67,205,Grunow-Dammendorf,,Wahlberechtigt,Wahlberechtigt,448,100,0,0
Gemeindevertretung,1206720508,67,205,Grunow-Dammendorf,,Wähler,Wähler,330,73.7,0,0
Gemeindevertretung,1206720508,67,205,Grunow-Dammendorf,,Wahlschein,Wahlschein,64,19.4,0,0
Gemeindevertretung,1206720508,67,205,Grunow-Dammendorf,,Gueltig,Gueltig,959,96.9,0,0
Gemeindevertretung,1206720508,67,205,Grunow-Dammendorf,,Ungueltig,Ungueltig,8,2.4,0,0
Gemeindevertretung,1206720508,67,205,Grunow-Dammendorf,,Sitze,Sitze,8,100,0,0
Gemeindevertretung,1206720508,67,205,Grunow-Dammendorf,P,CDU,Christlich Demokratische Union Deutschlands,305,31.8,2,2
Gemeindevertretung,1206720508,67,205,Grunow-Dammendorf,WG,WGD,Wählergemeinschaft Dammendorf,220,22.9,2,0
Gemeindevertretung,1206720508,67,205,Grunow-Dammendorf,WG,BG Grunow,Bürgergemeinschaft Grunow,226,23.6,2,1
Gemeindevertretung,1206720508,67,205,Grunow-Dammendorf,EB,EB Brühl,Einzelwahlvorschlag Brühl,101,10.5,1,0
Gemeindevertretung,1206720508,67,205,Grunow-Dammendorf,EB,EB Staar,Einzelwahlvorschlag Staar,73,7.6,1,0
Gemeindevertretung,1206720508,67,205,Grunow-Dammendorf,EB,EB Lehmann,Einzelwahlvorschlag Lehmann,34,3.5,0,0
Gemeindevertretung,1206732408,67,324,Mixdorf,,Wahlberechtigt,Wahlberechtigt,793,100,0,0
Gemeindevertretung,1206732408,67,324,Mixdorf,,Wähler,Wähler,621,78.3,0,0
Gemeindevertretung,1206732408,67,324,Mixdorf,,Wahlschein,Wahlschein,145,23.3,0,0
Gemeindevertretung,1206732408,67,324,Mixdorf,,Gueltig,Gueltig,1787,95.9,0,0
Gemeindevertretung,1206732408,67,324,Mixdorf,,Ungueltig,Ungueltig,22,3.5,0,0
Gemeindevertretung,1206732408,67,324,Mixdorf,,Sitze,Sitze,10,100,0,0
Gemeindevertretung,1206732408,67,324,Mixdorf,WG,Gemeinsames Mixdorf,Gemeinsames Mixdorf,1044,58.4,6,2
Gemeindevertretung,1206732408,67,324,Mixdorf,WG,WG gegen Windkraft in Mixdorf,Wählergemeinschaft gegen Windkraft in Mixdorf,743,41.6,4,1
Gemeindevertretung,1206733608,67,336,"Müllrose, Stadt",,Wahlberechtigt,Wahlberechtigt,4055,100,0,0
Gemeindevertretung,1206733608,67,336,"Müllrose, Stadt",,Wähler,Wähler,2550,62.9,0,0
Gemeindevertretung,1206733608,67,336,"Müllrose, Stadt",,Wahlschein,Wahlschein,569,22.3,0,0
Gemeindevertretung,1206733608,67,336,"Müllrose, Stadt",,Gueltig,Gueltig,7467,97.6,0,0
Gemeindevertretung,1206733608,67,336,"Müllrose, Stadt",,Ungueltig,Ungueltig,45,1.8,0,0
Gemeindevertretung,1206733608,67,336,"Müllrose, Stadt",,Sitze,Sitze,16,100,0,0
Gemeindevertretung,1206733608,67,336,"Müllrose, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,1008,13.5,2,1
Gemeindevertretung,1206733608,67,336,"Müllrose, Stadt",P,DIE LINKE,DIE LINKE,722,9.7,1,1
Gemeindevertretung,1206733608,67,336,"Müllrose, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,422,5.7,1,0
Gemeindevertretung,1206733608,67,336,"Müllrose, Stadt",P,FDP,Freie Demokratische Partei,517,6.9,1,0
Gemeindevertretung,1206733608,67,336,"Müllrose, Stadt",WG,PWM,Parteiunabhängige Wählergemeinschaft Müllrose,2692,36.1,6,0
Gemeindevertretung,1206733608,67,336,"Müllrose, Stadt",WG,BM,Bündnis Müllrose,1331,17.8,3,0
Gemeindevertretung,1206733608,67,336,"Müllrose, Stadt",EB,EB Ermling,Einzelwahlvorschlag Ermling,422,5.7,1,0
Gemeindevertretung,1206733608,67,336,"Müllrose, Stadt",WG,FLM,Freie Liste Müllrose,353,4.7,1,1
Gemeindevertretung,1206739708,67,397,Ragow-Merz,,Wahlberechtigt,Wahlberechtigt,446,100,0,0
Gemeindevertretung,1206739708,67,397,Ragow-Merz,,Wähler,Wähler,293,65.7,0,0
Gemeindevertretung,1206739708,67,397,Ragow-Merz,,Wahlschein,Wahlschein,24,8.2,0,0
Gemeindevertretung,1206739708,67,397,Ragow-Merz,,Gueltig,Gueltig,837,95.2,0,0
Gemeindevertretung,1206739708,67,397,Ragow-Merz,,Ungueltig,Ungueltig,12,4.1,0,0
Gemeindevertretung,1206739708,67,397,Ragow-Merz,,Sitze,Sitze,8,100,0,0
Gemeindevertretung,1206739708,67,397,Ragow-Merz,WG,Bürgerbündnis Ragow-Merz,Bürgerbündnis Ragow-Merz,496,59.3,5,3
Gemeindevertretung,1206739708,67,397,Ragow-Merz,WG,WG Feuerwehr Merz,Wählergruppe Feuerwehr Merz,341,40.7,3,0
Gemeindevertretung,1206743808,67,438,Schlaubetal,,Wahlberechtigt,Wahlberechtigt,1594,100,0,0
Gemeindevertretung,1206743808,67,438,Schlaubetal,,Wähler,Wähler,1124,70.5,0,0
Gemeindevertretung,1206743808,67,438,Schlaubetal,,Wahlschein,Wahlschein,134,11.9,0,0
Gemeindevertretung,1206743808,67,438,Schlaubetal,,Gueltig,Gueltig,3276,97.2,0,0
Gemeindevertretung,1206743808,67,438,Schlaubetal,,Ungueltig,Ungueltig,28,2.5,0,0
Gemeindevertretung,1206743808,67,438,Schlaubetal,,Sitze,Sitze,12,100,0,0
Gemeindevertretung,1206743808,67,438,Schlaubetal,WG,WG Fünfeichen,Wählergemeinschaft Fünfeichen,1601,48.9,6,1
Gemeindevertretung,1206743808,67,438,Schlaubetal,WG,WG Bremsdorf,Wählergemeinschaft Bremsdorf,756,23.1,3,0
Gemeindevertretung,1206743808,67,438,Schlaubetal,WG,SVK,SV Kieselwitz 1981 e.V.,809,24.7,3,1
Gemeindevertretung,1206743808,67,438,Schlaubetal,EB,EB Hübner,Einzelwahlvorschlag Hübner,110,3.4,0,0
Gemeindevertretung,1206745808,67,458,Siehdichum,,Wahlberechtigt,Wahlberechtigt,1342,100,0,0
Gemeindevertretung,1206745808,67,458,Siehdichum,,Wähler,Wähler,960,71.5,0,0
Gemeindevertretung,1206745808,67,458,Siehdichum,,Wahlschein,Wahlschein,92,9.6,0,0
Gemeindevertretung,1206745808,67,458,Siehdichum,,Gueltig,Gueltig,2789,96.8,0,0
Gemeindevertretung,1206745808,67,458,Siehdichum,,Ungueltig,Ungueltig,22,2.3,0,0
Gemeindevertretung,1206745808,67,458,Siehdichum,,Sitze,Sitze,12,100,0,0
Gemeindevertretung,1206745808,67,458,Siehdichum,P,CDU,Christlich Demokratische Union Deutschlands,46,1.6,0,0
Gemeindevertretung,1206745808,67,458,Siehdichum,WG,Bürgervereinigung Rießen,Bürgervereinigung Rießen,872,31.3,4,0
Gemeindevertretung,1206745808,67,458,Siehdichum,WG,Bürgervereinigung Pohlitz,Bürgervereinigung Pohlitz,712,25.5,3,1
Gemeindevertretung,1206745808,67,458,Siehdichum,WG,BVS,Bürgervereinigung Schernsdorf,317,11.4,1,0
Gemeindevertretung,1206745808,67,458,Siehdichum,EB,EB Noack,Einzelwahlvorschlag Noack,68,2.4,0,0
Gemeindevertretung,1206745808,67,458,Siehdichum,EB,EB Meus,Einzelwahlvorschlag Meus,203,7.3,1,0
Gemeindevertretung,1206745808,67,458,Siehdichum,WG,WfS,WIR für Schernsdorf,571,20.5,3,2
Gemeindevertretung,1206717309,67,173,Gosen-Neu Zittau,,Wahlberechtigt,Wahlberechtigt,2750,100,0,0
Gemeindevertretung,1206717309,67,173,Gosen-Neu Zittau,,Wähler,Wähler,1713,62.3,0,0
Gemeindevertretung,1206717309,67,173,Gosen-Neu Zittau,,Wahlschein,Wahlschein,378,22.1,0,0
Gemeindevertretung,1206717309,67,173,Gosen-Neu Zittau,,Gueltig,Gueltig,4985,97,0,0
Gemeindevertretung,1206717309,67,173,Gosen-Neu Zittau,,Ungueltig,Ungueltig,38,2.2,0,0
Gemeindevertretung,1206717309,67,173,Gosen-Neu Zittau,,Sitze,Sitze,16,100,0,0
Gemeindevertretung,1206717309,67,173,Gosen-Neu Zittau,P,SPD,Sozialdemokratische Partei Deutschlands,1572,31.5,5,0
Gemeindevertretung,1206717309,67,173,Gosen-Neu Zittau,P,DIE LINKE,DIE LINKE,463,9.3,1,0
Gemeindevertretung,1206717309,67,173,Gosen-Neu Zittau,P,CDU,Christlich Demokratische Union Deutschlands,230,4.6,1,0
Gemeindevertretung,1206717309,67,173,Gosen-Neu Zittau,WG,BVB/FW GO NZ,BVB / Freie Wähler Gosen-Neu Zittau,476,9.5,1,0
Gemeindevertretung,1206717309,67,173,Gosen-Neu Zittau,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,243,4.9,1,1
Gemeindevertretung,1206717309,67,173,Gosen-Neu Zittau,WG,FF Gosen,Freiwillige Feuerwehr Gosen,796,16,3,1
Gemeindevertretung,1206717309,67,173,Gosen-Neu Zittau,WG,Fw NZ,Feuerwehr Neu Zittau,373,7.5,1,0
Gemeindevertretung,1206717309,67,173,Gosen-Neu Zittau,WG,Förderverein Dorfkirche Gosen e. V.,Förderverein Dorfkirche Gosen e. V.,265,5.3,1,0
Gemeindevertretung,1206717309,67,173,Gosen-Neu Zittau,WG,WG bürgernah Gosen-Neu Zittau,Wählergruppe bürgernah Gosen-Neu Zittau,567,11.4,2,1
Gemeindevertretung,1206740809,67,408,Rauen,,Wahlberechtigt,Wahlberechtigt,1716,100,0,0
Gemeindevertretung,1206740809,67,408,Rauen,,Wähler,Wähler,1230,71.7,0,0
Gemeindevertretung,1206740809,67,408,Rauen,,Wahlschein,Wahlschein,229,18.6,0,0
Gemeindevertretung,1206740809,67,408,Rauen,,Gueltig,Gueltig,3618,98,0,0
Gemeindevertretung,1206740809,67,408,Rauen,,Ungueltig,Ungueltig,17,1.4,0,0
Gemeindevertretung,1206740809,67,408,Rauen,,Sitze,Sitze,12,100,0,0
Gemeindevertretung,1206740809,67,408,Rauen,P,SPD,Sozialdemokratische Partei Deutschlands,404,11.2,1,0
Gemeindevertretung,1206740809,67,408,Rauen,P,CDU,Christlich Demokratische Union Deutschlands,128,3.5,0,0
Gemeindevertretung,1206740809,67,408,Rauen,WG,Rauen-Stadtberg-Westend-Kiesweg,Rauen-Stadtberg-Westend-Kiesweg,448,12.4,2,0
Gemeindevertretung,1206740809,67,408,Rauen,WG,BewR,Bewegung für Rauen,1077,29.8,4,1
Gemeindevertretung,1206740809,67,408,Rauen,WG,LR,Lebendiges Rauen,1328,36.7,4,2
Gemeindevertretung,1206740809,67,408,Rauen,WG,WZR,Wählergruppe Zukunft Rauen,233,6.4,1,0
Gemeindevertretung,1206746909,67,469,Spreenhagen,,Wahlberechtigt,Wahlberechtigt,2967,100,0,0
Gemeindevertretung,1206746909,67,469,Spreenhagen,,Wähler,Wähler,1767,59.6,0,0
Gemeindevertretung,1206746909,67,469,Spreenhagen,,Wahlschein,Wahlschein,338,19.1,0,0
Gemeindevertretung,1206746909,67,469,Spreenhagen,,Gueltig,Gueltig,5169,97.5,0,0
Gemeindevertretung,1206746909,67,469,Spreenhagen,,Ungueltig,Ungueltig,27,1.5,0,0
Gemeindevertretung,1206746909,67,469,Spreenhagen,,Sitze,Sitze,16,100,0,0
Gemeindevertretung,1206746909,67,469,Spreenhagen,P,SPD,Sozialdemokratische Partei Deutschlands,1946,37.6,6,2
Gemeindevertretung,1206746909,67,469,Spreenhagen,P,CDU,Christlich Demokratische Union Deutschlands,519,10,2,0
Gemeindevertretung,1206746909,67,469,Spreenhagen,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,300,5.8,1,0
Gemeindevertretung,1206746909,67,469,Spreenhagen,P,NPD,Nationaldemokratische Partei Deutschlands,441,8.5,1,1
Gemeindevertretung,1206746909,67,469,Spreenhagen,WG,GfB,Gemeinschaft freier Bürger,1143,22.1,3,0
Gemeindevertretung,1206746909,67,469,Spreenhagen,WG,DCM,Dorfclub Markgrafpieske,820,15.9,3,0
Gemeindevertretung,12068117,68,117,Fehrbellin,,Wahlberechtigt,Wahlberechtigt,7778,100,0,0
Gemeindevertretung,12068117,68,117,Fehrbellin,,Wähler,Wähler,4085,52.5,0,0
Gemeindevertretung,12068117,68,117,Fehrbellin,,Wahlschein,Wahlschein,756,18.5,0,0
Gemeindevertretung,12068117,68,117,Fehrbellin,,Gueltig,Gueltig,11473,93.6,0,0
Gemeindevertretung,12068117,68,117,Fehrbellin,,Ungueltig,Ungueltig,94,2.3,0,0
Gemeindevertretung,12068117,68,117,Fehrbellin,,Sitze,Sitze,18,100,0,0
Gemeindevertretung,12068117,68,117,Fehrbellin,P,SPD,Sozialdemokratische Partei Deutschlands,2136,18.6,3,1
Gemeindevertretung,12068117,68,117,Fehrbellin,P,CDU,Christlich Demokratische Union Deutschlands,2838,24.7,5,0
Gemeindevertretung,12068117,68,117,Fehrbellin,P,DIE LINKE,DIE LINKE,1545,13.5,2,1
Gemeindevertretung,12068117,68,117,Fehrbellin,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,1206,10.5,2,1
Gemeindevertretung,12068117,68,117,Fehrbellin,LV,Starke Dörfer,Starke Dörfer,2987,26,5,1
Gemeindevertretung,12068117,68,117,Fehrbellin,WG,BDW,Brandenburgisches Dorf Walchow e.V.,761,6.6,1,0
Gemeindevertretung,12068181,68,181,Heiligengrabe,,Wahlberechtigt,Wahlberechtigt,3789,100,0,0
Gemeindevertretung,12068181,68,181,Heiligengrabe,,Wähler,Wähler,2158,57,0,0
Gemeindevertretung,12068181,68,181,Heiligengrabe,,Wahlschein,Wahlschein,0,0,0,0
