Stimmart,ARS,"Landkreisnummer","Gemeindenummer",Gemeindename,Art des Wahl-vorschlags,"Kurzname","Langname",Anzahl,in Prozent,Sitze,darunter Sitze weiblich,nachrichtlich: Sitze Anspruch,Hinweis
Gemeindevertretung,120675708205,67,205,Grunow-Dammendorf,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,2,100,,,,
Gemeindevertretung,120675708205,67,205,Grunow-Dammendorf,,Wahlberechtigt,Wahlberechtigt,431,100,,,,
Gemeindevertretung,120675708205,67,205,Grunow-Dammendorf,,Wähler,Wähler,327,75.9,,,,
Gemeindevertretung,120675708205,67,205,Grunow-Dammendorf,,Wahlschein,Wahlschein,59,18,,,,
Gemeindevertretung,120675708205,67,205,Grunow-Dammendorf,,Ungültig,Ungültig,11,3.4,,,,
Gemeindevertretung,120675708205,67,205,Grunow-Dammendorf,,Gültig,Gültig,938,95.6,,,,
Gemeindevertretung,120675708205,67,205,Grunow-Dammendorf,,Sitze,Sitze,8,x,8,4,8,
Gemeindevertretung,120675708205,67,205,Grunow-Dammendorf,WG,BG Grunow,Bürgergemeinschaft Grunow,449,47.9,4,3,4,
Gemeindevertretung,120675708205,67,205,Grunow-Dammendorf,WG,WGD,Wählergemeinschaft Dammendorf,215,22.9,2,1,2,
Gemeindevertretung,120675708205,67,205,Grunow-Dammendorf,EB,EB Brühl,Einzelwahlvorschlag Brühl,89,9.5,1,0,1,
Gemeindevertretung,120675708205,67,205,Grunow-Dammendorf,EB,EB Staar,Einzelwahlvorschlag Staar,51,5.4,0,0,0,
Gemeindevertretung,120675708205,67,205,Grunow-Dammendorf,EB,EB Rommel,Einzelwahlvorschlag Rommel,30,3.2,0,0,0,
Gemeindevertretung,120675708205,67,205,Grunow-Dammendorf,EB,EB Teichert,Einzelwahlvorschlag Teichert,104,11.1,1,0,1,
Gemeindevertretung,120675708324,67,324,Mixdorf,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,1,x,,,,
Gemeindevertretung,120675708324,67,324,Mixdorf,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,1,100,,,,
Gemeindevertretung,120675708324,67,324,Mixdorf,,Wahlberechtigt,Wahlberechtigt,797,100,,,,
Gemeindevertretung,120675708324,67,324,Mixdorf,,Wähler,Wähler,638,80.1,,,,
Gemeindevertretung,120675708324,67,324,Mixdorf,,Wahlschein,Wahlschein,194,30.4,,,,
Gemeindevertretung,120675708324,67,324,Mixdorf,,Ungültig,Ungültig,10,1.6,,,,
Gemeindevertretung,120675708324,67,324,Mixdorf,,Gültig,Gültig,1876,98,,,,
Gemeindevertretung,120675708324,67,324,Mixdorf,,Sitze,Sitze,10,x,10,1,10,
Gemeindevertretung,120675708324,67,324,Mixdorf,WG,Gemeinsames Mixdorf,Gemeinsames Mixdorf,1876,100,10,1,10,
Gemeindevertretung,120675708336,67,336,"Müllrose, Stadt",,Anzahl Wahlbezirke,Anzahl Wahlbezirke,5,x,,,,
Gemeindevertretung,120675708336,67,336,"Müllrose, Stadt",,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,5,100,,,,
Gemeindevertretung,120675708336,67,336,"Müllrose, Stadt",,Wahlberechtigt,Wahlberechtigt,4067,100,,,,
Gemeindevertretung,120675708336,67,336,"Müllrose, Stadt",,Wähler,Wähler,2872,70.6,,,,
Gemeindevertretung,120675708336,67,336,"Müllrose, Stadt",,Wahlschein,Wahlschein,718,25,,,,
Gemeindevertretung,120675708336,67,336,"Müllrose, Stadt",,Ungültig,Ungültig,40,1.4,,,,
Gemeindevertretung,120675708336,67,336,"Müllrose, Stadt",,Gültig,Gültig,8396,97.4,,,,
Gemeindevertretung,120675708336,67,336,"Müllrose, Stadt",,Sitze,Sitze,14,x,14,3,16,
Gemeindevertretung,120675708336,67,336,"Müllrose, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,873,10.4,2,0,2,
Gemeindevertretung,120675708336,67,336,"Müllrose, Stadt",P,AfD,Alternative für Deutschland,1538,18.3,1,0,3,
Gemeindevertretung,120675708336,67,336,"Müllrose, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,403,4.8,1,0,1,
Gemeindevertretung,120675708336,67,336,"Müllrose, Stadt",P,FDP,Freie Demokratische Partei,287,3.4,0,0,0,
Gemeindevertretung,120675708336,67,336,"Müllrose, Stadt",WG,PWM,Parteiunabhängige Wählergemeinschaft Müllrose,3082,36.7,6,2,6,
Gemeindevertretung,120675708336,67,336,"Müllrose, Stadt",WG,BM,Bündnis Müllrose,1900,22.6,4,1,4,
Gemeindevertretung,120675708336,67,336,"Müllrose, Stadt",EB,EB Ermling,Einzelwahlvorschlag Ermling,179,2.1,0,0,0,
Gemeindevertretung,120675708336,67,336,"Müllrose, Stadt",EB,EB Geue,Einzelwahlvorschlag Geue,134,1.6,0,0,0,
Gemeindevertretung,120675708397,67,397,Ragow-Merz,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,2,x,,,,
Gemeindevertretung,120675708397,67,397,Ragow-Merz,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,2,100,,,,
Gemeindevertretung,120675708397,67,397,Ragow-Merz,,Wahlberechtigt,Wahlberechtigt,425,100,,,,
Gemeindevertretung,120675708397,67,397,Ragow-Merz,,Wähler,Wähler,331,77.9,,,,
Gemeindevertretung,120675708397,67,397,Ragow-Merz,,Wahlschein,Wahlschein,39,11.8,,,,
Gemeindevertretung,120675708397,67,397,Ragow-Merz,,Ungültig,Ungültig,9,2.7,,,,
Gemeindevertretung,120675708397,67,397,Ragow-Merz,,Gültig,Gültig,963,97,,,,
Gemeindevertretung,120675708397,67,397,Ragow-Merz,,Sitze,Sitze,8,x,8,1,8,
Gemeindevertretung,120675708397,67,397,Ragow-Merz,WG,Bürgerbündnis,Bürgerbündnis Ragow-Merz,557,57.8,5,1,5,
Gemeindevertretung,120675708397,67,397,Ragow-Merz,WG,WG Feuerwehr,Wählergruppe Feuerwehr Merz,370,38.4,3,0,3,
Gemeindevertretung,120675708397,67,397,Ragow-Merz,EB,EB Knispel,Einzelwahlvorschlag Knispel,36,3.7,0,0,0,
Gemeindevertretung,120675708438,67,438,Schlaubetal,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,3,x,,,,
Gemeindevertretung,120675708438,67,438,Schlaubetal,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,3,100,,,,
Gemeindevertretung,120675708438,67,438,Schlaubetal,,Wahlberechtigt,Wahlberechtigt,1567,100,,,,
Gemeindevertretung,120675708438,67,438,Schlaubetal,,Wähler,Wähler,1222,78,,,,
Gemeindevertretung,120675708438,67,438,Schlaubetal,,Wahlschein,Wahlschein,250,20.5,,,,
Gemeindevertretung,120675708438,67,438,Schlaubetal,,Ungültig,Ungültig,18,1.5,,,,
Gemeindevertretung,120675708438,67,438,Schlaubetal,,Gültig,Gültig,3604,98.3,,,,
Gemeindevertretung,120675708438,67,438,Schlaubetal,,Sitze,Sitze,12,x,12,3,12,
Gemeindevertretung,120675708438,67,438,Schlaubetal,WG,WG Fünfeichen,Wählergemeinschaft Fünfeichen,1938,53.8,7,2,7,
Gemeindevertretung,120675708438,67,438,Schlaubetal,WG,SVK,SV Kieselwitz 1981 e.V.,792,22,2,1,2,
Gemeindevertretung,120675708438,67,438,Schlaubetal,WG,WG Bremsdorf,Wählergemeinschaft Bremsdorf,874,24.3,3,0,3,
Gemeindevertretung,120675708458,67,458,Siehdichum,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,3,x,,,,
Gemeindevertretung,120675708458,67,458,Siehdichum,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,3,100,,,,
Gemeindevertretung,120675708458,67,458,Siehdichum,,Wahlberechtigt,Wahlberechtigt,1290,100,,,,
Gemeindevertretung,120675708458,67,458,Siehdichum,,Wähler,Wähler,1031,79.9,,,,
Gemeindevertretung,120675708458,67,458,Siehdichum,,Wahlschein,Wahlschein,153,14.8,,,,
Gemeindevertretung,120675708458,67,458,Siehdichum,,Ungültig,Ungültig,32,3.1,,,,
Gemeindevertretung,120675708458,67,458,Siehdichum,,Gültig,Gültig,2986,96.5,,,,
Gemeindevertretung,120675708458,67,458,Siehdichum,,Sitze,Sitze,12,x,12,4,12,
Gemeindevertretung,120675708458,67,458,Siehdichum,WG,BV Rießen,Bürgervereinigung Rießen,431,14.4,2,0,2,
Gemeindevertretung,120675708458,67,458,Siehdichum,WG,BV Pohlitz,Bürgervereinigung Pohlitz,743,24.9,3,0,3,
Gemeindevertretung,120675708458,67,458,Siehdichum,WG,WfS,WIR für Schernsdorf,788,26.4,3,1,3,
Gemeindevertretung,120675708458,67,458,Siehdichum,EB,EB Galle,Einzelwahlvorschlag Galle,144,4.8,1,1,1,
Gemeindevertretung,120675708458,67,458,Siehdichum,WG,Gemeinsam mit Euch,Gemeinsam mit Euch für Siehdichum,880,29.5,3,2,3,
Gemeindevertretung,120675709173,67,173,Gosen-Neu Zittau,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,4,x,,,,
Gemeindevertretung,120675709173,67,173,Gosen-Neu Zittau,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,4,100,,,,
Gemeindevertretung,120675709173,67,173,Gosen-Neu Zittau,,Wahlberechtigt,Wahlberechtigt,2882,100,,,,
Gemeindevertretung,120675709173,67,173,Gosen-Neu Zittau,,Wähler,Wähler,1947,67.6,,,,
Gemeindevertretung,120675709173,67,173,Gosen-Neu Zittau,,Wahlschein,Wahlschein,520,26.7,,,,
Gemeindevertretung,120675709173,67,173,Gosen-Neu Zittau,,Ungültig,Ungültig,44,2.3,,,,
Gemeindevertretung,120675709173,67,173,Gosen-Neu Zittau,,Gültig,Gültig,5685,97.3,,,,
Gemeindevertretung,120675709173,67,173,Gosen-Neu Zittau,,Sitze,Sitze,16,x,16,4,16,
Gemeindevertretung,120675709173,67,173,Gosen-Neu Zittau,P,SPD,Sozialdemokratische Partei Deutschlands,1567,27.6,4,1,4,
Gemeindevertretung,120675709173,67,173,Gosen-Neu Zittau,WG,BVB/FW GO NZ,BVB / Freie Wähler Gosen-Neu Zittau,920,16.2,3,2,3,
Gemeindevertretung,120675709173,67,173,Gosen-Neu Zittau,WG,FF Gosen,Freiwillige Feuerwehr Gosen,1323,23.3,4,1,4,
Gemeindevertretung,120675709173,67,173,Gosen-Neu Zittau,WG,WG bürgernah,Wählergruppe bürgernah Gosen-Neu Zittau,841,14.8,2,0,2,
Gemeindevertretung,120675709173,67,173,Gosen-Neu Zittau,WG,Fw NZ,Feuerwehr Neu Zittau,377,6.6,1,0,1,
Gemeindevertretung,120675709173,67,173,Gosen-Neu Zittau,WG,FV Dorfkirche Gosen e.V.,Förderverein Dorfkirche Gosen e.V.,310,5.5,1,0,1,
Gemeindevertretung,120675709173,67,173,Gosen-Neu Zittau,EB,Filip Schnuppe,Einzelwahlvorschlag Schnuppe,347,6.1,1,0,1,
Gemeindevertretung,120675709408,67,408,Rauen,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,2,x,,,,
Gemeindevertretung,120675709408,67,408,Rauen,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,2,100,,,,
Gemeindevertretung,120675709408,67,408,Rauen,,Wahlberechtigt,Wahlberechtigt,1740,100,,,,
Gemeindevertretung,120675709408,67,408,Rauen,,Wähler,Wähler,1259,72.4,,,,
Gemeindevertretung,120675709408,67,408,Rauen,,Wahlschein,Wahlschein,252,20,,,,
Gemeindevertretung,120675709408,67,408,Rauen,,Ungültig,Ungültig,29,2.3,,,,
Gemeindevertretung,120675709408,67,408,Rauen,,Gültig,Gültig,3663,97,,,,
Gemeindevertretung,120675709408,67,408,Rauen,,Sitze,Sitze,11,x,11,2,12,
Gemeindevertretung,120675709408,67,408,Rauen,P,FDP,Freie Demokratische Partei,322,8.8,1,0,1,
Gemeindevertretung,120675709408,67,408,Rauen,WG,BBZR,Bündnis Bewegung & Zukunft für Rauen,3341,91.2,10,2,11,
Gemeindevertretung,120675709469,67,469,Spreenhagen,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,5,x,,,,
Gemeindevertretung,120675709469,67,469,Spreenhagen,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,5,100,,,,
Gemeindevertretung,120675709469,67,469,Spreenhagen,,Wahlberechtigt,Wahlberechtigt,3024,100,,,,
Gemeindevertretung,120675709469,67,469,Spreenhagen,,Wähler,Wähler,2168,71.7,,,,
Gemeindevertretung,120675709469,67,469,Spreenhagen,,Wahlschein,Wahlschein,492,22.7,,,,
Gemeindevertretung,120675709469,67,469,Spreenhagen,,Ungültig,Ungültig,49,2.3,,,,
Gemeindevertretung,120675709469,67,469,Spreenhagen,,Gültig,Gültig,6284,96.6,,,,
Gemeindevertretung,120675709469,67,469,Spreenhagen,,Sitze,Sitze,16,x,16,6,16,
Gemeindevertretung,120675709469,67,469,Spreenhagen,P,SPD,Sozialdemokratische Partei Deutschlands,1236,19.7,3,1,3,
Gemeindevertretung,120675709469,67,469,Spreenhagen,P,CDU,Christlich Demokratische Union Deutschlands,873,13.9,2,0,2,
Gemeindevertretung,120675709469,67,469,Spreenhagen,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,167,2.7,1,0,1,
Gemeindevertretung,120675709469,67,469,Spreenhagen,P,HEIMAT,Die Heimat,493,7.8,1,1,1,
Gemeindevertretung,120675709469,67,469,Spreenhagen,WG,GfB,Gemeinschaft freier Bürger,1702,27.1,4,1,4,
Gemeindevertretung,120675709469,67,469,Spreenhagen,WG,DCM,Dorfclub Markgrafpieske,641,10.2,2,0,2,
Gemeindevertretung,120675709469,67,469,Spreenhagen,WG,Bürgernah,Bürgernah Gemeinde Spreenhagen,528,8.4,1,1,1,
Gemeindevertretung,120675709469,67,469,Spreenhagen,WG,Gemeinsam Stark,Gemeinsam für unsere Dörfer,644,10.2,2,2,2,
Gemeindevertretung,120680117117,68,117,Fehrbellin,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,21,x,,,,
Gemeindevertretung,120680117117,68,117,Fehrbellin,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,21,100,,,,
Gemeindevertretung,120680117117,68,117,Fehrbellin,,Wahlberechtigt,Wahlberechtigt,7790,100,,,,
Gemeindevertretung,120680117117,68,117,Fehrbellin,,Wähler,Wähler,4874,62.6,,,,
Gemeindevertretung,120680117117,68,117,Fehrbellin,,Wahlschein,Wahlschein,1156,23.7,,,,
Gemeindevertretung,120680117117,68,117,Fehrbellin,,Ungültig,Ungültig,70,1.4,,,,
Gemeindevertretung,120680117117,68,117,Fehrbellin,,Gültig,Gültig,14233,97.3,,,,
Gemeindevertretung,120680117117,68,117,Fehrbellin,,Sitze,Sitze,15,x,15,7,18,
Gemeindevertretung,120680117117,68,117,Fehrbellin,P,CDU,Christlich Demokratische Union Deutschlands,3370,23.7,4,2,4,
Gemeindevertretung,120680117117,68,117,Fehrbellin,P,SPD,Sozialdemokratische Partei Deutschlands,1816,12.8,2,1,2,
Gemeindevertretung,120680117117,68,117,Fehrbellin,P,DIE LINKE,DIE LINKE,634,4.5,1,1,1,
Gemeindevertretung,120680117117,68,117,Fehrbellin,P,AfD,Alternative für Deutschland,2895,20.3,1,0,4,
Gemeindevertretung,120680117117,68,117,Fehrbellin,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,479,3.4,1,1,1,
Gemeindevertretung,120680117117,68,117,Fehrbellin,WG,WG KBV,Wählergruppe des Kreisbauernverbandes Ostprignitz-Ruppin,671,4.7,1,1,1,
Gemeindevertretung,120680117117,68,117,Fehrbellin,LV,Starke Dörfer,Starke Dörfer,3366,23.6,4,1,4,
Gemeindevertretung,120680117117,68,117,Fehrbellin,WG,BDW,Brandenburgisches Dorf Walchow,477,3.4,0,0,0,
Gemeindevertretung,120680117117,68,117,Fehrbellin,WG,Pro Protzen,PRO PROTZEN - Ortsteile in die Gemeindevertretung,525,3.7,1,0,1,
Gemeindevertretung,120680181181,68,181,Heiligengrabe,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,14,x,,,,
Gemeindevertretung,120680181181,68,181,Heiligengrabe,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,14,100,,,,
Gemeindevertretung,120680181181,68,181,Heiligengrabe,,Wahlberechtigt,Wahlberechtigt,3790,100,,,,
Gemeindevertretung,120680181181,68,181,Heiligengrabe,,Wähler,Wähler,2560,67.5,,,,
Gemeindevertretung,120680181181,68,181,Heiligengrabe,,Wahlschein,Wahlschein,3,0.1,,,,
Gemeindevertretung,120680181181,68,181,Heiligengrabe,,Ungültig,Ungültig,40,1.6,,,,
Gemeindevertretung,120680181181,68,181,Heiligengrabe,,Gültig,Gültig,7531,98.1,,,,
Gemeindevertretung,120680181181,68,181,Heiligengrabe,,Sitze,Sitze,14,x,14,2,16,
Gemeindevertretung,120680181181,68,181,Heiligengrabe,P,DIE LINKE,DIE LINKE,156,2.1,0,0,0,
Gemeindevertretung,120680181181,68,181,Heiligengrabe,P,AfD,Alternative für Deutschland,1206,16,1,0,3,
Gemeindevertretung,120680181181,68,181,Heiligengrabe,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,76,1,0,0,0,
Gemeindevertretung,120680181181,68,181,Heiligengrabe,WG,FWG,Freie Wählergemeinschaft Prignitz-Ruppin e.V.,1623,21.6,4,1,4,
Gemeindevertretung,120680181181,68,181,Heiligengrabe,WG,WG-HL,Wählergemeinschaft Heiligengraber Land,1536,20.4,3,0,3,
Gemeindevertretung,120680181181,68,181,Heiligengrabe,WG,BL-B-G-R,Bürgerliste Blumenthal-Grabow-Rosenwinkel,777,10.3,2,1,2,
Gemeindevertretung,120680181181,68,181,Heiligengrabe,WG,AWGH,Alternative Wählergruppe Gemeinde Heiligengrabe,579,7.7,1,0,1,
Gemeindevertretung,120680181181,68,181,Heiligengrabe,WG,WG LEBENS(T)RAUM DORF,Wählergruppe Lebens(t)raum Dorf zwischen Jäglitz und Glinze,574,7.6,1,0,1,
Gemeindevertretung,120680181181,68,181,Heiligengrabe,EB,AB,Arno Beck,175,2.3,0,0,0,
Gemeindevertretung,120680181181,68,181,Heiligengrabe,WG,Gemeinsam für Bürger,Gemeinsam für Bürger,829,11,2,0,2,
Gemeindevertretung,120680264264,68,264,"Kyritz, Stadt",,Anzahl Wahlbezirke,Anzahl Wahlbezirke,18,x,,,,
Gemeindevertretung,120680264264,68,264,"Kyritz, Stadt",,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,18,100,,,,
Gemeindevertretung,120680264264,68,264,"Kyritz, Stadt",,Wahlberechtigt,Wahlberechtigt,7568,100,,,,
Gemeindevertretung,120680264264,68,264,"Kyritz, Stadt",,Wähler,Wähler,4687,61.9,,,,
Gemeindevertretung,120680264264,68,264,"Kyritz, Stadt",,Wahlschein,Wahlschein,1222,26.1,,,,
Gemeindevertretung,120680264264,68,264,"Kyritz, Stadt",,Ungültig,Ungültig,115,2.5,,,,
Gemeindevertretung,120680264264,68,264,"Kyritz, Stadt",,Gültig,Gültig,13583,96.6,,,,
Gemeindevertretung,120680264264,68,264,"Kyritz, Stadt",,Sitze,Sitze,18,x,18,2,18,
Gemeindevertretung,120680264264,68,264,"Kyritz, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,2300,16.9,3,0,3,
Gemeindevertretung,120680264264,68,264,"Kyritz, Stadt",P,DIE LINKE,DIE LINKE,1342,9.9,2,0,2,
Gemeindevertretung,120680264264,68,264,"Kyritz, Stadt",P,AfD,Alternative für Deutschland,2467,18.2,3,0,3,
Gemeindevertretung,120680264264,68,264,"Kyritz, Stadt",P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,459,3.4,1,1,1,
Gemeindevertretung,120680264264,68,264,"Kyritz, Stadt",WG,Kyritz macht.,Wählergruppe Kyritz macht.,2726,20.1,4,0,4,
Gemeindevertretung,120680264264,68,264,"Kyritz, Stadt",WG,KLW,Kyritz Land Wählergruppe,1876,13.8,2,0,2,
Gemeindevertretung,120680264264,68,264,"Kyritz, Stadt",WG,BfG,Wählergruppe Bürger für Grundrechte,1150,8.5,2,1,2,
Gemeindevertretung,120680264264,68,264,"Kyritz, Stadt",WG,WKKK,Wählergruppe Kyritzer-Kern-Kompetenzen,368,2.7,0,0,0,
Gemeindevertretung,120680264264,68,264,"Kyritz, Stadt",WG,WIR,WIR Gemeinsam für Kyritz (Wählergruppe),895,6.6,1,0,1,
Gemeindevertretung,120680320320,68,320,"Neuruppin, Stadt",,Anzahl Wahlbezirke,Anzahl Wahlbezirke,38,x,,,,
Gemeindevertretung,120680320320,68,320,"Neuruppin, Stadt",,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,38,100,,,,
Gemeindevertretung,120680320320,68,320,"Neuruppin, Stadt",,Wahlberechtigt,Wahlberechtigt,26585,100,,,,
Gemeindevertretung,120680320320,68,320,"Neuruppin, Stadt",,Wähler,Wähler,16222,61,,,,
Gemeindevertretung,120680320320,68,320,"Neuruppin, Stadt",,Wahlschein,Wahlschein,4272,26.3,,,,
Gemeindevertretung,120680320320,68,320,"Neuruppin, Stadt",,Ungültig,Ungültig,391,2.4,,,,
Gemeindevertretung,120680320320,68,320,"Neuruppin, Stadt",,Gültig,Gültig,46856,96.3,,,,
Gemeindevertretung,120680320320,68,320,"Neuruppin, Stadt",,Sitze,Sitze,32,x,32,9,32,
Gemeindevertretung,120680320320,68,320,"Neuruppin, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,8629,18.4,6,1,6,
Gemeindevertretung,120680320320,68,320,"Neuruppin, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,7399,15.8,5,2,5,
Gemeindevertretung,120680320320,68,320,"Neuruppin, Stadt",P,DIE LINKE,DIE LINKE,3956,8.4,3,1,3,
Gemeindevertretung,120680320320,68,320,"Neuruppin, Stadt",P,AfD,Alternative für Deutschland,9809,20.9,7,3,7,
Gemeindevertretung,120680320320,68,320,"Neuruppin, Stadt",P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,4854,10.4,3,1,3,
Gemeindevertretung,120680320320,68,320,"Neuruppin, Stadt",WG,WG KBV,Wählergruppe des Kreisbauernverbandes Ostprignitz-Ruppin,1215,2.6,1,0,1,
Gemeindevertretung,120680320320,68,320,"Neuruppin, Stadt",LV,WIN,Listenvereinigung Wir In Neuruppin,3160,6.7,2,0,2,
Gemeindevertretung,120680320320,68,320,"Neuruppin, Stadt",P,FDP,Freie Demokratische Partei,603,1.3,0,0,0,
Gemeindevertretung,120680320320,68,320,"Neuruppin, Stadt",WG,Pro Ruppin,Pro Ruppin e. V.,6370,13.6,4,0,4,
Gemeindevertretung,120680320320,68,320,"Neuruppin, Stadt",EB,"EWV Liefke, Marion","Einzelwahlvorschlag Liefke, Marion",861,1.8,1,1,1,
Gemeindevertretung,120680353353,68,353,"Rheinsberg, Stadt",,Anzahl Wahlbezirke,Anzahl Wahlbezirke,21,x,,,,
Gemeindevertretung,120680353353,68,353,"Rheinsberg, Stadt",,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,21,100,,,,
Gemeindevertretung,120680353353,68,353,"Rheinsberg, Stadt",,Wahlberechtigt,Wahlberechtigt,6737,100,,,,
Gemeindevertretung,120680353353,68,353,"Rheinsberg, Stadt",,Wähler,Wähler,4574,67.9,,,,
Gemeindevertretung,120680353353,68,353,"Rheinsberg, Stadt",,Wahlschein,Wahlschein,1410,30.8,,,,
Gemeindevertretung,120680353353,68,353,"Rheinsberg, Stadt",,Ungültig,Ungültig,116,2.5,,,,
Gemeindevertretung,120680353353,68,353,"Rheinsberg, Stadt",,Gültig,Gültig,13262,96.6,,,,
Gemeindevertretung,120680353353,68,353,"Rheinsberg, Stadt",,Sitze,Sitze,18,x,18,4,18,
Gemeindevertretung,120680353353,68,353,"Rheinsberg, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,3722,28.1,5,1,5,
Gemeindevertretung,120680353353,68,353,"Rheinsberg, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,1365,10.3,2,1,2,
Gemeindevertretung,120680353353,68,353,"Rheinsberg, Stadt",P,DIE LINKE,DIE LINKE,1300,9.8,2,0,2,
Gemeindevertretung,120680353353,68,353,"Rheinsberg, Stadt",P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,421,3.2,0,0,0,
Gemeindevertretung,120680353353,68,353,"Rheinsberg, Stadt",LV,BVB/Freie Wähler Rheinsberg,Listenvereinigung Brandenburger Vereinigte Bürgerbewegungen/Freie Wähler Rheinsberg,5911,44.6,8,2,8,
Gemeindevertretung,120680353353,68,353,"Rheinsberg, Stadt",P,FDP,Freie Demokratische Partei,543,4.1,1,0,1,
Gemeindevertretung,120680468468,68,468,"Wittstock/Dosse, Stadt",,Anzahl Wahlbezirke,Anzahl Wahlbezirke,30,x,,,,
Gemeindevertretung,120680468468,68,468,"Wittstock/Dosse, Stadt",,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,30,100,,,,
Gemeindevertretung,120680468468,68,468,"Wittstock/Dosse, Stadt",,Wahlberechtigt,Wahlberechtigt,12167,100,,,,
Gemeindevertretung,120680468468,68,468,"Wittstock/Dosse, Stadt",,Wähler,Wähler,7515,61.8,,,,
Gemeindevertretung,120680468468,68,468,"Wittstock/Dosse, Stadt",,Wahlschein,Wahlschein,1787,23.8,,,,
Gemeindevertretung,120680468468,68,468,"Wittstock/Dosse, Stadt",,Ungültig,Ungültig,119,1.6,,,,
Gemeindevertretung,120680468468,68,468,"Wittstock/Dosse, Stadt",,Gültig,Gültig,21953,97.4,,,,
Gemeindevertretung,120680468468,68,468,"Wittstock/Dosse, Stadt",,Sitze,Sitze,22,x,22,7,22,
Gemeindevertretung,120680468468,68,468,"Wittstock/Dosse, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,5298,24.1,5,1,5,
Gemeindevertretung,120680468468,68,468,"Wittstock/Dosse, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,2692,12.3,3,2,3,
Gemeindevertretung,120680468468,68,468,"Wittstock/Dosse, Stadt",P,DIE LINKE,DIE LINKE,1784,8.1,2,2,2,
Gemeindevertretung,120680468468,68,468,"Wittstock/Dosse, Stadt",P,AfD,Alternative für Deutschland,6554,29.9,7,1,7,
Gemeindevertretung,120680468468,68,468,"Wittstock/Dosse, Stadt",P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,425,1.9,0,0,0,
Gemeindevertretung,120680468468,68,468,"Wittstock/Dosse, Stadt",WG,WG KBV,Wählergruppe des Kreisbauernverbandes Ostprignitz-Ruppin,1358,6.2,1,0,1,
Gemeindevertretung,120680468468,68,468,"Wittstock/Dosse, Stadt",WG,FWG,Freie Wählergemeinschaft Prignitz-Ruppin e.V.,2735,12.5,3,0,3,
Gemeindevertretung,120680468468,68,468,"Wittstock/Dosse, Stadt",P,III. WEG,DER DRITTE WEG,276,1.3,0,0,0,
Gemeindevertretung,120680468468,68,468,"Wittstock/Dosse, Stadt",WG,WG Ortsteile mit Zukunft,Wählergruppe Ortsteile mit Zukunft,831,3.8,1,1,1,
Gemeindevertretung,120680477477,68,477,Wusterhausen/Dosse,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,22,x,,,,
Gemeindevertretung,120680477477,68,477,Wusterhausen/Dosse,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,22,100,,,,
Gemeindevertretung,120680477477,68,477,Wusterhausen/Dosse,,Wahlberechtigt,Wahlberechtigt,4750,100,,,,
Gemeindevertretung,120680477477,68,477,Wusterhausen/Dosse,,Wähler,Wähler,3138,66.1,,,,
